Company,Year,Ebitda
Ningbo Joyson Electronic Corp. (SHSE:600699),2018,690.5
Ningbo Joyson Electronic Corp. (SHSE:600699),2019,742.8
Ningbo Joyson Electronic Corp. (SHSE:600699),2020,365.3
Ningbo Joyson Electronic Corp. (SHSE:600699),2021,236.6
Ningbo Joyson Electronic Corp. (SHSE:600699),2022,324.9
Ningbo Joyson Electronic Corp. (SHSE:600699),2023,662.73
Ningbo Joyson Electronic Corp. (SHSE:600699),2024,779.66
Ningbo Joyson Electronic Corp. (SHSE:600699),2025,323.91428571435017
Ningbo Joyson Electronic Corp. (SHSE:600699),2026,306.1428571429263
Ningbo Joyson Electronic Corp. (SHSE:600699),2027,288.3714285715024
Xylem Inc. (NYSE:XYL),2016,637
Xylem Inc. (NYSE:XYL),2017,814
Xylem Inc. (NYSE:XYL),2018,948
Xylem Inc. (NYSE:XYL),2019,947
Xylem Inc. (NYSE:XYL),2020,736
Xylem Inc. (NYSE:XYL),2021,827
Xylem Inc. (NYSE:XYL),2022,8328.9
Xylem Inc. (NYSE:XYL),2023,1311.74
Xylem Inc. (NYSE:XYL),2024,1598.01
Xylem Inc. (NYSE:XYL),2025,1759.49
Xylem Inc. (NYSE:XYL),2026,1987.1
Xylem Inc. (NYSE:XYL),2027,2142.25
MiTAC Holdings Corporation (TWSE:3706),2016,35.1
MiTAC Holdings Corporation (TWSE:3706),2017,40.6
MiTAC Holdings Corporation (TWSE:3706),2018,29.9
MiTAC Holdings Corporation (TWSE:3706),2019,39.5
MiTAC Holdings Corporation (TWSE:3706),2020,28.7
MiTAC Holdings Corporation (TWSE:3706),2021,29.2
MiTAC Holdings Corporation (TWSE:3706),2022,-5.2
MiTAC Holdings Corporation (TWSE:3706),2023,7.557142857147577
MiTAC Holdings Corporation (TWSE:3706),2024,2.3821428571480823
MiTAC Holdings Corporation (TWSE:3706),2025,-2.792857142851412
MiTAC Holdings Corporation (TWSE:3706),2026,-7.967857142850907
MiTAC Holdings Corporation (TWSE:3706),2027,-13.142857142850401
"Keysight Technologies, Inc. (NYSE:KEYS)",2016,575
"Keysight Technologies, Inc. (NYSE:KEYS)",2017,4392
"Keysight Technologies, Inc. (NYSE:KEYS)",2018,860
"Keysight Technologies, Inc. (NYSE:KEYS)",2019,1139
"Keysight Technologies, Inc. (NYSE:KEYS)",2020,1144
"Keysight Technologies, Inc. (NYSE:KEYS)",2021,1421
"Keysight Technologies, Inc. (NYSE:KEYS)",2022,1641
"Keysight Technologies, Inc. (NYSE:KEYS)",2023,1753.44
"Keysight Technologies, Inc. (NYSE:KEYS)",2024,1700.21
"Keysight Technologies, Inc. (NYSE:KEYS)",2025,6779
"Keysight Technologies, Inc. (NYSE:KEYS)",2026,981.0000000002915
"Keysight Technologies, Inc. (NYSE:KEYS)",2027,893.1428571431809
HL Mando Corporation (KOSE:A204320),2016,394.9
HL Mando Corporation (KOSE:A204320),2017,243.6
HL Mando Corporation (KOSE:A204320),2018,347.3
HL Mando Corporation (KOSE:A204320),2019,383.2
HL Mando Corporation (KOSE:A204320),2020,292.5
HL Mando Corporation (KOSE:A204320),2021,413.1
HL Mando Corporation (KOSE:A204320),2022,435.2
HL Mando Corporation (KOSE:A204320),2023,492.71
HL Mando Corporation (KOSE:A204320),2024,551.31
HL Mando Corporation (KOSE:A204320),2025,596.97
HL Mando Corporation (KOSE:A204320),2026,459.81785714284797
HL Mando Corporation (KOSE:A204320),2027,474.28571428570257
Hewlett Packard Enterprise Company (NYSE:HPE),2016,4626
Hewlett Packard Enterprise Company (NYSE:HPE),2017,3227
Hewlett Packard Enterprise Company (NYSE:HPE),2018,4941
Hewlett Packard Enterprise Company (NYSE:HPE),2019,5173
Hewlett Packard Enterprise Company (NYSE:HPE),2020,4295
Hewlett Packard Enterprise Company (NYSE:HPE),2021,4831
Hewlett Packard Enterprise Company (NYSE:HPE),2022,4934
Hewlett Packard Enterprise Company (NYSE:HPE),2023,5541.57
Hewlett Packard Enterprise Company (NYSE:HPE),2024,5694.9
Hewlett Packard Enterprise Company (NYSE:HPE),2025,6028.25
Hewlett Packard Enterprise Company (NYSE:HPE),2026,5446.785714285549
Hewlett Packard Enterprise Company (NYSE:HPE),2027,5571.285714285533
Fortive Corporation (NYSE:FTV),2016,1238.1
Fortive Corporation (NYSE:FTV),2017,1334.6
Fortive Corporation (NYSE:FTV),2018,863
Fortive Corporation (NYSE:FTV),2019,936.1
Fortive Corporation (NYSE:FTV),2020,947.8
Fortive Corporation (NYSE:FTV),2021,1224.8
Fortive Corporation (NYSE:FTV),2022,1492.1
Fortive Corporation (NYSE:FTV),2023,1639.34
Fortive Corporation (NYSE:FTV),2024,1760.51
Fortive Corporation (NYSE:FTV),2025,1944.36
Fortive Corporation (NYSE:FTV),2026,2573
Fortive Corporation (NYSE:FTV),2027,1327.271428571537
Xiaomi Corporation (SEHK:1810),2016,23917.4
Xiaomi Corporation (SEHK:1810),2017,816.8
Xiaomi Corporation (SEHK:1810),2018,1012.7
Xiaomi Corporation (SEHK:1810),2019,1242.8
Xiaomi Corporation (SEHK:1810),2020,1510.9
Xiaomi Corporation (SEHK:1810),2021,3012.2
Xiaomi Corporation (SEHK:1810),2022,1166.9
Xiaomi Corporation (SEHK:1810),2023,2419.43
Xiaomi Corporation (SEHK:1810),2024,2557.86
Xiaomi Corporation (SEHK:1810),2025,50536.69
Xiaomi Corporation (SEHK:1810),2026,3859.15
Xiaomi Corporation (SEHK:1810),2027,-13435.042857141567
Adient plc (NYSE:ADNT),2016,17393
Adient plc (NYSE:ADNT),2017,1068
Adient plc (NYSE:ADNT),2018,710
Adient plc (NYSE:ADNT),2019,508
Adient plc (NYSE:ADNT),2020,421
Adient plc (NYSE:ADNT),2021,446
Adient plc (NYSE:ADNT),2022,624
Adient plc (NYSE:ADNT),2023,925.78
Adient plc (NYSE:ADNT),2024,1035.88
Adient plc (NYSE:ADNT),2025,18106.4
Adient plc (NYSE:ADNT),2026,1340.5
Adient plc (NYSE:ADNT),2027,1560
"Resideo Technologies, Inc. (NYSE:REZI)",2016,393
"Resideo Technologies, Inc. (NYSE:REZI)",2017,512
"Resideo Technologies, Inc. (NYSE:REZI)",2018,563
"Resideo Technologies, Inc. (NYSE:REZI)",2019,359
"Resideo Technologies, Inc. (NYSE:REZI)",2020,435
"Resideo Technologies, Inc. (NYSE:REZI)",2021,657
"Resideo Technologies, Inc. (NYSE:REZI)",2022,790
"Resideo Technologies, Inc. (NYSE:REZI)",2023,628.08
"Resideo Technologies, Inc. (NYSE:REZI)",2024,754.11
"Resideo Technologies, Inc. (NYSE:REZI)",2025,905.22
"Resideo Technologies, Inc. (NYSE:REZI)",2026,868.1071428571338
"Resideo Technologies, Inc. (NYSE:REZI)",2027,916.4285714285592
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2016,9.4
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2017,135.8
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2018,5167.6
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2019,289.1
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2020,487.1
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2021,599.1
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2022,388
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2023,854.16
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2024,1034.16
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2025,1271.71
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2026,1220.11
"Shenzhen Transsion Holdings Co., Ltd. (SHSE:688036)",2027,1434.92
